location_id,date_time,vehicle_count,count_of_cars,count_of_bikes,count_of_buses,average_speed_kmph,weather_condition,congestion_level,traffic_volume,temperature_celsius,humidity_percent
35,13-11-2024 08:30,938,181,189,568,17.85,Rainy,High,Medium,34.3,40.4
48,28-06-2024 19:02,1041,133,1,907,39.87,Sunny,Medium,High,44.8,64.3
79,20-08-2024 12:30,1451,668,25,758,57.58,Sunny,Low,High,31.2,52.9
1,29-09-2024 19:37,1112,741,356,15,74.97,Foggy,Low,High,32.5,41.5
3,25-02-2025 18:56,872,511,224,137,65.46,Foggy,Low,Medium,35.2,54.5
35,15-06-2024 09:37,1153,86,682,385,78.21,Rainy,Low,High,21.3,87.5
21,18-08-2024 04:50,1453,866,24,563,54.77,Snowy,Low,High,40.2,85.5
61,17-05-2024 03:56,692,411,11,270,63.22,Snowy,Low,Medium,37.5,70
75,05-04-2025 15:02,1161,1015,132,14,37.71,Snowy,Medium,High,20.8,94.9
44,16-01-2025 12:03,1360,313,635,412,64.09,Sunny,Low,High,22.6,65.2
95,10-03-2025 15:52,1267,261,278,728,75.99,Snowy,Low,High,33.3,34.4
38,13-08-2024 23:19,387,31,283,73,27.47,Rainy,Medium,Low,25.2,30.6
86,07-10-2024 20:29,1069,844,195,30,25.61,Foggy,Medium,High,32.2,79.1
96,20-10-2024 14:34,201,19,76,106,12.99,Rainy,High,Low,41.8,39.6
7,19-08-2024 11:43,399,243,12,144,64.1,Foggy,Low,Low,32.5,91.4
60,29-06-2024 10:19,1483,382,885,216,55.29,Rainy,Low,High,26.4,43.4
38,08-03-2025 10:03,1177,236,570,371,67.98,Rainy,Low,High,42.1,93.2
55,08-09-2024 00:13,1462,1188,53,221,74.86,Rainy,Low,High,29.1,74
81,17-09-2024 13:05,522,47,17,458,71.81,Snowy,Low,Medium,33.2,40.5
12,13-07-2024 17:46,159,53,3,103,65.9,Snowy,Low,Low,44,89.1
65,06-12-2024 11:33,221,127,26,68,32.82,Sunny,Medium,Low,22.5,50.6
81,02-06-2024 08:32,1030,868,116,46,16.41,Snowy,High,High,26.7,88.4
22,16-09-2024 17:15,933,344,389,200,43.15,Snowy,Medium,Medium,37.1,31.9
35,18-01-2025 23:06,274,122,130,22,12.61,Foggy,High,Low,30.6,60.4
6,24-03-2025 06:16,108,55,13,40,24.25,Sunny,High,Low,39.9,87.1
59,15-11-2024 20:20,654,384,157,113,36.65,Snowy,Medium,Medium,33,51.6
4,17-09-2024 03:08,402,112,175,115,52.65,Rainy,Low,Medium,32.5,88
39,18-09-2024 07:22,1006,273,18,715,53.24,Rainy,Low,High,35.5,94.8
11,20-08-2024 21:01,1428,454,845,129,43.76,Snowy,Medium,High,37.3,41.9
75,01-05-2024 19:01,285,201,23,61,12.08,Foggy,High,Low,33.6,45.9
25,29-09-2024 04:01,1478,406,886,186,43.82,Sunny,Medium,High,40.7,69.2
62,09-12-2024 06:46,210,178,7,25,59.74,Rainy,Low,Low,40,72.6
63,15-04-2025 00:11,547,320,216,11,47.74,Rainy,Medium,Medium,38.7,46
64,30-04-2024 06:34,800,361,287,152,48.29,Foggy,Medium,Medium,28.9,72.1
59,24-06-2024 17:50,741,460,93,188,33.81,Sunny,Medium,Medium,28,36.1
89,13-08-2024 17:42,1232,892,239,101,29.47,Sunny,Medium,High,30.9,44.9
4,28-06-2024 22:49,664,581,76,7,55.76,Sunny,Low,Medium,29.4,83.1
23,31-08-2024 15:20,1483,827,265,391,58.15,Sunny,Low,High,33.3,71.4
26,29-03-2025 14:15,501,172,86,243,27.32,Snowy,Medium,Medium,20.8,74
27,19-08-2024 05:35,1464,90,1234,140,44.31,Rainy,Medium,High,20.6,80.9
8,28-12-2024 14:55,1395,910,427,58,40.08,Foggy,Medium,High,39.8,69.8
89,12-09-2024 06:54,159,42,6,111,11.64,Snowy,High,Low,28.3,30.3
9,04-01-2025 22:46,319,274,5,40,46.25,Rainy,Medium,Low,39.7,83.8
52,11-02-2025 11:18,63,34,6,23,73.82,Rainy,Low,Low,29,45.4
83,13-08-2024 23:51,798,420,270,108,51.9,Foggy,Low,Medium,43.9,73.6
53,04-02-2025 00:01,1197,742,54,401,63.1,Snowy,Low,High,40.5,58.3
40,25-07-2024 07:29,918,648,249,21,28.43,Rainy,Medium,Medium,22.6,62
95,14-09-2024 02:18,240,168,60,12,13.85,Sunny,High,Low,35.7,56.5
67,11-05-2024 22:30,610,174,379,57,56.98,Rainy,Low,Medium,28.8,72.6
80,07-09-2024 05:13,1175,655,296,224,10.97,Foggy,High,High,30.2,34
83,13-04-2025 11:16,1142,399,312,431,49.4,Foggy,Medium,High,36.8,87.3
80,02-02-2025 22:49,929,408,131,390,47.71,Snowy,Medium,Medium,42,66.8
99,20-10-2024 12:02,1021,241,567,213,48.18,Rainy,Medium,High,24.3,67.5
12,30-07-2024 22:04,1331,433,393,505,16.39,Sunny,High,High,42.2,38.5
85,09-09-2024 17:47,175,86,42,47,14.21,Sunny,High,Low,21.1,57.6
87,03-05-2024 16:33,1132,126,724,282,55.68,Sunny,Low,High,33.5,46.6
36,22-08-2024 14:15,312,143,90,79,22.17,Sunny,High,Low,43.5,56.5
34,05-07-2024 01:22,1333,213,158,962,36.67,Snowy,Medium,High,28.8,54.9
21,09-08-2024 07:25,835,413,227,195,65.35,Foggy,Low,Medium,43.8,89.4
29,10-05-2024 04:31,1361,139,1202,20,51.57,Rainy,Low,High,35.6,33.7
25,13-06-2024 14:47,1090,701,120,269,11.61,Sunny,High,High,20.5,54.1
96,14-03-2025 22:27,837,475,267,95,75.34,Snowy,Low,Medium,21.2,46.4
14,28-05-2024 19:47,82,55,25,2,34.04,Snowy,Medium,Low,24.4,30
21,18-11-2024 15:21,520,360,31,129,60.1,Snowy,Low,Medium,25.2,37.5
39,13-11-2024 00:22,85,58,26,1,26.46,Foggy,Medium,Low,32.5,60.2
59,19-07-2024 05:41,967,693,31,243,51.76,Sunny,Low,Medium,37.5,60.2
47,12-06-2024 02:09,1326,1311,12,3,73.76,Rainy,Low,High,38.2,90.2
52,29-06-2024 05:07,935,886,21,28,51.2,Foggy,Low,Medium,41.4,81.3
68,15-12-2024 22:21,568,511,47,10,35.98,Foggy,Medium,Medium,41.4,83.1
49,25-02-2025 13:18,1077,102,444,531,65.54,Rainy,Low,High,30.7,63.9
46,06-02-2025 03:23,98,80,10,8,28.36,Snowy,Medium,Low,21,89.7
23,06-05-2024 21:36,1330,335,25,970,43.57,Sunny,Medium,High,22.6,40.5
22,07-12-2024 14:36,1050,322,22,706,63.06,Snowy,Low,High,39,71.5
95,17-08-2024 17:08,1282,457,300,525,44.25,Foggy,Medium,High,44.5,47.8
33,17-11-2024 14:32,496,102,239,155,46.51,Rainy,Medium,Medium,40,44.4
33,02-09-2024 03:04,439,21,174,244,27.69,Sunny,Medium,Medium,21.2,85.2
75,17-06-2024 13:24,552,22,137,393,37.09,Snowy,Medium,Medium,22.3,48
21,11-05-2024 19:19,1459,946,26,487,44.91,Rainy,Medium,High,39.8,84.7
56,05-08-2024 08:45,467,437,3,27,25.53,Snowy,Medium,Medium,30.8,45.3
46,01-10-2024 16:10,816,209,3,604,37.28,Foggy,Medium,Medium,21.4,57.7
8,25-11-2024 14:54,269,33,58,178,47.7,Sunny,Medium,Low,44.2,62.4
64,01-04-2025 07:09,155,28,36,91,27.46,Snowy,Medium,Low,38.1,87.6
88,28-01-2025 04:53,1434,973,353,108,23.67,Foggy,High,High,37.2,52.8
48,02-07-2024 05:29,1428,841,15,572,19.14,Rainy,High,High,33.6,55.6
28,28-11-2024 16:48,929,407,118,404,23.4,Foggy,High,Medium,38.9,53
39,19-02-2025 05:33,1121,985,119,17,24.58,Sunny,High,High,22,75.4
69,20-08-2024 11:09,625,283,241,101,37.26,Rainy,Medium,Medium,26.2,80.5
74,22-04-2025 14:58,980,640,269,71,29.6,Rainy,Medium,Medium,28.2,38.5
31,26-02-2025 06:19,987,635,252,100,73.66,Snowy,Low,Medium,26.5,38.6
75,20-08-2024 08:04,1148,998,145,5,29.3,Foggy,Medium,High,38,83.4
87,08-12-2024 02:43,1498,917,93,488,31.78,Foggy,Medium,High,20.8,88
58,07-08-2024 06:01,188,101,44,43,49.88,Foggy,Medium,Low,21.9,76.2
8,18-03-2025 21:57,369,149,209,11,43.04,Sunny,Medium,Low,24.8,32.7
49,27-05-2024 02:08,133,69,36,28,33.44,Rainy,Medium,Low,20.2,36.4
86,02-09-2024 00:03,1306,429,522,355,32.9,Rainy,Medium,High,39.9,57.5
10,26-05-2024 20:30,963,394,485,84,36.6,Rainy,Medium,Medium,33.4,86.2
58,03-08-2024 16:24,1364,1119,186,59,11.9,Snowy,High,High,36.7,72.4
6,20-09-2024 15:06,566,301,133,132,12.54,Snowy,High,Medium,25.5,77.6
16,06-01-2025 18:54,641,40,399,202,40.45,Sunny,Medium,Medium,29.9,67
55,10-11-2024 21:04,247,116,43,88,15.41,Snowy,High,Low,32.8,41.8
7,10-05-2024 11:05,922,442,333,147,36.96,Sunny,Medium,Medium,37.6,84.7
67,15-02-2025 23:48,1117,257,224,636,10.3,Foggy,High,High,43.5,50.2
60,01-09-2024 03:34,631,353,9,269,19.3,Sunny,High,Medium,24.9,88.4
99,04-10-2024 11:42,65,4,20,41,44.03,Sunny,Medium,Low,21.1,35.9
84,11-05-2024 19:21,667,280,199,188,14.1,Snowy,High,Medium,42.8,72.2
37,05-04-2025 16:52,627,316,263,48,26.72,Snowy,Medium,Medium,20.6,38.9
66,03-03-2025 12:11,1089,499,170,420,36.67,Rainy,Medium,High,22.8,77
66,30-08-2024 16:37,649,158,106,385,48.34,Foggy,Medium,Medium,43.5,56.4
24,25-03-2025 05:30,111,75,26,10,78.21,Sunny,Low,Low,25.5,76.7
77,05-01-2025 21:00,885,415,262,208,53.33,Sunny,Low,Medium,38.4,59.2
92,02-07-2024 14:56,302,263,9,30,33.49,Rainy,Medium,Low,32.2,65.8
42,14-12-2024 08:06,620,26,240,354,52.4,Snowy,Low,Medium,23.5,74.4
39,15-02-2025 04:46,397,267,128,2,63.67,Snowy,Low,Low,23.2,55.8
65,27-01-2025 16:41,479,369,7,103,15.16,Rainy,High,Medium,43.3,74.3
66,14-09-2024 09:07,530,185,234,111,61.56,Foggy,Low,Medium,38.2,53.4
78,19-03-2025 16:08,793,235,187,371,65.78,Foggy,Low,Medium,33,67.7
81,22-10-2024 17:00,952,753,39,160,79.24,Foggy,Low,Medium,26,75.9
74,09-03-2025 19:27,1117,166,228,723,41.64,Snowy,Medium,High,28.1,44.2
75,24-10-2024 23:24,1425,292,246,887,76.17,Sunny,Low,High,37,46.5
18,16-03-2025 22:59,1447,436,946,65,52.65,Foggy,Low,High,38.3,55.3
5,11-03-2025 01:23,373,124,40,209,66.41,Rainy,Low,Low,23.3,64.1
60,15-11-2024 07:04,472,281,7,184,37.87,Rainy,Medium,Medium,40,79.7
25,28-06-2024 04:40,204,48,3,153,43.34,Sunny,Medium,Low,29.8,58
44,31-01-2025 20:43,574,27,457,90,73.37,Sunny,Low,Medium,44.6,86.1
70,22-01-2025 11:22,319,185,26,108,67.86,Foggy,Low,Low,23.8,88.5
53,08-04-2025 08:01,1194,754,182,258,51.12,Foggy,Low,High,38.1,42.1
95,09-01-2025 23:04,498,216,110,172,40.12,Rainy,Medium,Medium,25.9,88.5
39,23-03-2025 22:17,1236,807,74,355,30.31,Sunny,Medium,High,27.8,92.9
8,23-09-2024 14:53,727,541,96,90,20.56,Rainy,High,Medium,44.3,61.8
75,20-11-2024 15:42,545,100,183,262,69.26,Sunny,Low,Medium,32.5,31.7
62,09-11-2024 00:48,1055,342,416,297,11.77,Snowy,High,High,30.7,35.3
29,10-04-2025 17:16,905,218,76,611,10.35,Sunny,High,Medium,44.3,42.6
88,30-05-2024 05:13,88,83,4,1,23.77,Rainy,High,Low,29.5,90.6
95,18-08-2024 15:34,1264,1213,24,27,41.42,Foggy,Medium,High,43.8,59.3
17,11-05-2024 02:23,629,202,75,352,12.25,Sunny,High,Medium,25.9,36.5
50,16-05-2024 06:32,882,624,47,211,55.97,Rainy,Low,Medium,23.8,66
10,03-08-2024 10:08,761,48,318,395,30.08,Foggy,Medium,Medium,42.7,56
88,01-10-2024 13:21,753,51,60,642,19.02,Rainy,High,Medium,40.4,78.8
60,04-07-2024 15:53,193,16,84,93,59.82,Snowy,Low,Low,27.6,31.7
63,01-09-2024 08:56,103,49,11,43,45.63,Snowy,Medium,Low,33.7,39.2
12,06-03-2025 20:20,502,331,30,141,72,Sunny,Low,Medium,30.6,52.1
18,12-04-2025 14:47,1157,78,308,771,72.83,Snowy,Low,High,20.7,71.2
15,16-07-2024 06:12,238,168,45,25,18.77,Rainy,High,Low,37.9,63.2
99,27-04-2024 23:39,766,640,86,40,21.44,Rainy,High,Medium,44.7,51.2
83,04-06-2024 08:44,376,238,31,107,74.52,Sunny,Low,Low,38.4,95
19,28-03-2025 00:03,1438,1251,111,76,45.09,Rainy,Medium,High,40.3,67.7
46,02-09-2024 03:24,1257,287,749,221,76.04,Foggy,Low,High,37.5,36.2
88,06-04-2025 00:58,156,49,11,96,28.32,Foggy,Medium,Low,36.9,80.9
20,02-08-2024 01:57,555,267,143,145,13.67,Sunny,High,Medium,42.8,42.9
36,02-11-2024 04:51,129,3,73,53,65.11,Rainy,Low,Low,44.8,78.6
70,10-07-2024 03:07,971,705,71,195,28.81,Snowy,Medium,Medium,34.2,68.6
47,14-04-2025 21:48,401,199,148,54,69.66,Rainy,Low,Medium,34.2,31.9
49,06-07-2024 22:45,526,157,232,137,62.15,Sunny,Low,Medium,26,54.4
37,25-06-2024 04:43,1091,1033,26,32,32.52,Snowy,Medium,High,44.9,51.6
33,12-09-2024 03:47,1474,661,510,303,70.24,Sunny,Low,High,34,33.6
41,20-03-2025 19:44,748,280,278,190,72.85,Sunny,Low,Medium,43.9,63
8,13-08-2024 21:36,1456,708,47,701,24.52,Rainy,High,High,38.1,72.1
41,30-12-2024 14:58,59,26,11,22,19.42,Rainy,High,Low,33.6,71.3
74,03-11-2024 11:09,780,29,112,639,77.75,Foggy,Low,Medium,21.5,73.3
93,20-07-2024 05:21,1095,197,98,800,47.01,Snowy,Medium,High,43.5,41.5
81,10-12-2024 03:10,1080,708,197,175,41.18,Sunny,Medium,High,31.4,30.8
90,17-09-2024 04:25,456,320,69,67,57.56,Snowy,Low,Medium,26.2,75.6
46,20-06-2024 08:07,379,365,2,12,53.63,Rainy,Low,Low,42.8,66.5
26,29-09-2024 15:39,540,263,97,180,76.39,Sunny,Low,Medium,44.4,45.8
86,31-10-2024 11:37,281,85,128,68,62,Snowy,Low,Low,27.9,69.6
36,20-10-2024 00:51,1233,340,53,840,79.51,Snowy,Low,High,38.9,83.1
68,09-01-2025 14:24,1185,452,506,227,58.37,Foggy,Low,High,25.1,39.7
71,02-12-2024 00:37,495,205,148,142,58.1,Sunny,Low,Medium,21,41.1
61,18-06-2024 00:20,1459,738,235,486,24.64,Rainy,High,High,34.3,35.9
45,10-05-2024 16:16,757,370,47,340,33.85,Snowy,Medium,Medium,30,80.2
89,28-03-2025 09:17,629,178,271,180,53.39,Sunny,Low,Medium,25.7,89.3
33,14-06-2024 06:25,1454,902,106,446,51.17,Foggy,Low,High,33.5,45
75,01-12-2024 02:15,280,185,14,81,71.05,Rainy,Low,Low,23.5,65.4
79,08-10-2024 23:59,207,17,152,38,70.16,Foggy,Low,Low,31.7,78.2
51,02-02-2025 03:02,843,671,38,134,50.98,Foggy,Low,Medium,29.6,46.7
45,02-08-2024 11:03,1394,1226,141,27,66.54,Foggy,Low,High,35.8,83.3
11,24-09-2024 22:39,1011,300,289,422,38.73,Foggy,Medium,High,31.9,88.3
98,28-06-2024 21:41,624,523,65,36,34.51,Snowy,Medium,Medium,36.3,83
17,09-11-2024 06:36,698,696,0,2,72.7,Sunny,Low,Medium,35.9,71.2
26,24-09-2024 17:49,119,68,0,51,17.78,Snowy,High,Low,37.2,67.1
36,03-10-2024 17:08,1187,786,351,50,13.39,Rainy,High,High,36.5,32.5
42,14-03-2025 21:03,218,80,25,113,39.47,Snowy,Medium,Low,27.1,74.5
18,04-05-2024 23:44,71,55,16,0,52.13,Rainy,Low,Low,36.5,51.1
80,04-04-2025 03:26,1113,853,246,14,34.87,Rainy,Medium,High,25.9,40.1
75,27-05-2024 15:59,623,179,129,315,22.13,Sunny,High,Medium,36.5,87.2
52,05-12-2024 20:16,757,416,62,279,28.17,Foggy,Medium,Medium,43.9,48.1
55,11-10-2024 23:24,725,386,94,245,37.45,Snowy,Medium,Medium,28.6,80.7
75,30-10-2024 10:38,1270,1149,115,6,17.06,Rainy,High,High,39.1,59.8
97,05-03-2025 16:49,1271,186,952,133,45.18,Foggy,Medium,High,33.3,92.4
87,20-03-2025 13:33,80,7,6,67,53.46,Foggy,Low,Low,38.9,55.6
77,21-07-2024 20:28,1305,408,286,611,68.07,Sunny,Low,High,24.3,49.8
74,02-10-2024 21:05,708,383,180,145,13.13,Sunny,High,Medium,24.7,64.8
21,11-12-2024 04:53,1487,1317,96,74,56.28,Sunny,Low,High,20.9,40.6
29,15-06-2024 20:47,796,538,34,224,77.27,Snowy,Low,Medium,35.4,66.7
72,01-04-2025 12:59,770,263,66,441,43.56,Rainy,Medium,Medium,43.7,79.1
50,06-06-2024 09:16,766,656,32,78,18.73,Rainy,High,Medium,44.4,39.9
100,01-12-2024 05:47,1372,1285,19,68,69.31,Sunny,Low,High,41.1,38.2
61,19-12-2024 21:12,337,42,76,219,32.51,Snowy,Medium,Low,41.5,94.2
53,08-06-2024 03:56,1281,971,181,129,24.5,Foggy,High,High,39.9,80.7
21,17-12-2024 09:11,724,275,418,31,25.65,Foggy,Medium,Medium,33.6,79.4
73,10-11-2024 17:18,480,122,168,190,20,Sunny,High,Medium,44.6,77.7
58,08-11-2024 06:49,1266,31,901,334,28.48,Sunny,Medium,High,44.2,92.3
53,19-04-2025 11:47,1034,205,415,414,70.68,Sunny,Low,High,23.7,71.3
98,04-11-2024 19:38,792,547,184,61,57.27,Snowy,Low,Medium,26.2,63.8
91,27-04-2024 04:30,1216,384,732,100,74,Rainy,Low,High,31,75.2
28,04-06-2024 00:11,1175,1062,108,5,41.66,Foggy,Medium,High,26.1,87.9
52,07-12-2024 14:34,641,163,205,273,38.15,Foggy,Medium,Medium,40.9,52.2
71,21-02-2025 20:25,338,227,53,58,76.04,Snowy,Low,Low,41.4,88.3
68,14-01-2025 11:51,1063,853,132,78,30.21,Sunny,Medium,High,33.1,59.5
9,05-07-2024 19:52,1378,492,248,638,11.82,Rainy,High,High,29.6,41.2
53,24-11-2024 05:00,1323,12,157,1154,79.56,Rainy,Low,High,39.2,75.6
23,06-03-2025 13:42,1489,718,281,490,35.46,Foggy,Medium,High,42.5,31.9
64,30-03-2025 22:10,1378,1280,13,85,57.71,Snowy,Low,High,20.9,49.9
83,08-06-2024 04:01,1482,1009,472,1,37.81,Rainy,Medium,High,39.3,46.2
13,18-11-2024 03:21,478,351,61,66,41.02,Sunny,Medium,Medium,23.8,75.3
86,04-02-2025 03:40,704,311,296,97,66.58,Snowy,Low,Medium,40.2,62.6
26,25-02-2025 07:15,598,295,53,250,76.39,Sunny,Low,Medium,36.1,45
38,19-02-2025 21:18,1172,1120,15,37,76.48,Snowy,Low,High,24.7,31.2
48,31-01-2025 17:20,738,81,481,176,54.1,Rainy,Low,Medium,37.5,59.8
55,28-11-2024 15:29,796,555,187,54,29.1,Snowy,Medium,Medium,40.1,57
45,20-11-2024 08:19,266,136,40,90,42.27,Foggy,Medium,Low,40.8,89.3
11,27-08-2024 17:29,759,48,494,217,78.31,Foggy,Low,Medium,30.9,42.8
97,17-02-2025 12:43,491,79,392,20,44.09,Snowy,Medium,Medium,33.9,59.6
96,26-07-2024 19:42,853,506,340,7,20.08,Foggy,High,Medium,32.6,80.7
97,15-05-2024 14:10,1489,895,160,434,68.35,Sunny,Low,High,26.2,93
29,09-08-2024 01:42,961,349,521,91,10.12,Rainy,High,Medium,34.7,62.1
88,08-09-2024 14:40,746,517,188,41,52.29,Rainy,Low,Medium,43.3,37.9
2,14-09-2024 02:11,1366,544,167,655,37.6,Foggy,Medium,High,32.8,41.8
54,25-06-2024 09:38,874,374,184,316,32.94,Sunny,Medium,Medium,34.3,35.3
97,06-05-2024 11:45,358,245,0,113,75.57,Sunny,Low,Low,42.2,58.4
82,25-08-2024 22:50,1362,608,432,322,77.09,Rainy,Low,High,29,50
55,01-02-2025 16:26,1258,381,245,632,41.79,Snowy,Medium,High,40.8,40.3
94,15-07-2024 15:27,1233,163,930,140,41.21,Foggy,Medium,High,44.7,47.4
75,16-03-2025 05:20,1428,60,1147,221,15.89,Rainy,High,High,23.3,52.1
96,29-08-2024 05:23,368,136,93,139,16.91,Sunny,High,Low,32.3,37.8
36,01-06-2024 08:37,271,210,13,48,13.86,Rainy,High,Low,43.8,88.5
12,10-07-2024 07:15,184,90,73,21,39.91,Sunny,Medium,Low,36.2,78.9
93,23-11-2024 11:02,739,364,111,264,42.19,Sunny,Medium,Medium,21.4,48
100,21-07-2024 21:01,1432,988,282,162,10.5,Foggy,High,High,35.5,52.2
33,02-08-2024 05:27,128,63,46,19,53.33,Snowy,Low,Low,22.6,47
23,16-03-2025 11:58,1228,252,718,258,29.29,Sunny,Medium,High,21.3,71.8
17,04-02-2025 06:17,1107,886,119,102,71.41,Snowy,Low,High,21.1,54.7
81,30-09-2024 12:02,319,84,89,146,66.08,Snowy,Low,Low,30.3,36.1
47,24-07-2024 13:27,1474,1183,252,39,44.16,Foggy,Medium,High,23.6,36.5
17,26-11-2024 11:08,1081,187,796,98,25.65,Snowy,Medium,High,37,50.7
72,22-01-2025 11:15,1046,236,451,359,44.19,Foggy,Medium,High,23.9,82
41,27-01-2025 21:50,242,204,10,28,31.97,Foggy,Medium,Low,31.2,30.2
42,18-10-2024 15:22,1421,395,116,910,70.35,Snowy,Low,High,41.4,69.2
85,22-08-2024 23:45,411,283,20,108,76.85,Snowy,Low,Medium,20.5,38.8
93,12-12-2024 12:02,1196,51,795,350,66.16,Rainy,Low,High,35.9,30.9
8,23-10-2024 07:38,540,460,38,42,13.7,Foggy,High,Medium,33.7,32.7
27,18-04-2025 08:38,217,7,127,83,50.89,Sunny,Low,Low,35.5,80.9
11,13-08-2024 03:23,778,758,11,9,39.11,Snowy,Medium,Medium,21,39.7
20,18-05-2024 23:01,1209,478,442,289,46,Sunny,Medium,High,21.2,39.7
50,06-09-2024 07:57,664,417,118,129,27.69,Foggy,Medium,Medium,22.9,75.7
69,24-09-2024 22:44,828,437,72,319,58.73,Foggy,Low,Medium,41.2,44.7
22,23-10-2024 13:20,311,76,142,93,36.52,Snowy,Medium,Low,36.3,78.5
64,13-09-2024 10:38,742,639,97,6,41.43,Sunny,Medium,Medium,23.5,89.7
79,01-02-2025 20:56,197,197,0,0,78.64,Sunny,Low,Low,41.8,80.1
61,17-08-2024 03:32,734,638,21,75,49.72,Rainy,Medium,Medium,26.2,41.1
92,10-08-2024 09:32,500,433,2,65,77.21,Rainy,Low,Medium,34.3,52.4
79,29-06-2024 17:19,244,182,10,52,53.11,Sunny,Low,Low,39,67.7
100,03-06-2024 23:35,374,117,46,211,73.97,Sunny,Low,Low,29.3,41.5
36,06-11-2024 16:57,1445,1246,146,53,51.47,Snowy,Low,High,41.2,48.7
38,05-03-2025 10:53,412,26,301,85,62.52,Snowy,Low,Medium,23,39.5
85,29-11-2024 18:48,763,383,319,61,32.35,Sunny,Medium,Medium,42.6,31.6
79,25-05-2024 02:49,1126,1025,12,89,23.16,Rainy,High,High,44.5,35.6
80,13-10-2024 00:54,343,288,23,32,38.68,Sunny,Medium,Low,22.3,81.2
16,25-01-2025 15:33,1172,816,204,152,64.51,Snowy,Low,High,20.6,75.4
1,11-07-2024 04:33,1240,440,115,685,48.18,Sunny,Medium,High,25.8,32.7
97,09-12-2024 00:29,521,108,221,192,37.08,Rainy,Medium,Medium,20.8,56.9
40,06-05-2024 21:06,665,599,37,29,54.46,Sunny,Low,Medium,33.3,90.2
53,26-11-2024 16:22,1481,1277,82,122,52.63,Foggy,Low,High,20.6,49.2
42,19-08-2024 07:40,623,329,101,193,77.11,Snowy,Low,Medium,36.8,76.5
91,15-06-2024 14:28,834,459,104,271,36.65,Foggy,Medium,Medium,29.9,34.5
52,12-08-2024 15:54,368,231,91,46,14.58,Snowy,High,Low,32.8,69.8
77,19-06-2024 22:28,460,116,146,198,26.6,Snowy,Medium,Medium,42.2,53.4
41,23-04-2025 04:34,341,91,28,222,78.44,Snowy,Low,Low,33.9,91
62,19-06-2024 21:53,874,830,31,13,71.86,Sunny,Low,Medium,37.9,88.1
78,31-03-2025 19:40,271,22,214,35,60.72,Snowy,Low,Low,31.9,93.6
95,23-12-2024 23:40,1461,1420,35,6,40.34,Sunny,Medium,High,44,92.3
45,12-09-2024 19:34,590,59,424,107,67.43,Foggy,Low,Medium,25.2,50.3
74,23-04-2025 04:09,81,40,7,34,32.44,Rainy,Medium,Low,25.9,83
45,05-03-2025 14:05,280,182,20,78,22.8,Snowy,High,Low,44.7,46.8
55,08-12-2024 03:56,905,84,541,280,43.79,Snowy,Medium,Medium,38.9,69.7
23,19-03-2025 03:47,352,279,67,6,43.28,Sunny,Medium,Low,25.3,73.8
2,29-08-2024 18:59,100,60,22,18,70.41,Snowy,Low,Low,25.5,59
26,30-11-2024 16:34,937,587,191,159,71.39,Snowy,Low,Medium,34.2,64.6
100,02-01-2025 06:24,1467,191,1059,217,39.42,Foggy,Medium,High,28.3,38.1
61,04-12-2024 21:33,971,499,51,421,16.58,Rainy,High,Medium,43.6,58.7
11,07-09-2024 02:32,1015,487,242,286,28.23,Sunny,Medium,High,28.8,46.1
87,24-09-2024 07:58,1085,920,9,156,78.08,Snowy,Low,High,43.7,48.3
24,18-06-2024 14:25,590,247,102,241,44.3,Rainy,Medium,Medium,41.3,36.2
6,25-09-2024 08:38,211,77,115,19,54.23,Sunny,Low,Low,36.1,59.2
90,11-01-2025 04:43,530,270,240,20,20.27,Sunny,High,Medium,33.4,93.9
83,13-08-2024 01:54,775,607,47,121,63.77,Snowy,Low,Medium,32.3,71.1
61,15-10-2024 08:55,1012,818,2,192,71.67,Snowy,Low,High,30.7,76.3
41,18-09-2024 13:30,1352,415,570,367,11.73,Rainy,High,High,37.5,47.2
35,01-08-2024 16:14,93,59,31,3,71.98,Snowy,Low,Low,33.2,38.8
70,30-11-2024 05:54,925,666,219,40,27.65,Foggy,Medium,Medium,21.3,38.5
68,06-01-2025 01:49,621,617,2,2,51.22,Foggy,Low,Medium,29.6,70.5
36,26-05-2024 17:08,809,741,18,50,68.49,Rainy,Low,Medium,33.9,40.1
76,11-11-2024 03:07,1003,822,16,165,67.77,Foggy,Low,High,31.8,55.5
91,19-02-2025 21:39,266,72,64,130,78.54,Sunny,Low,Low,41.7,64.1
98,12-03-2025 16:44,1313,909,296,108,43.62,Snowy,Medium,High,22.5,85.8
66,06-01-2025 11:03,849,299,459,91,46.32,Sunny,Medium,Medium,30.4,57.1
97,16-11-2024 20:21,907,131,448,328,55.21,Foggy,Low,Medium,28.5,71.5
91,04-10-2024 10:50,164,87,18,59,42.87,Foggy,Medium,Low,39.5,52.7
68,14-10-2024 05:00,635,359,35,241,17.07,Rainy,High,Medium,42.8,76.7
47,17-07-2024 20:28,1269,474,102,693,37.52,Sunny,Medium,High,44.2,62.7
90,11-10-2024 20:37,1339,490,347,502,53.83,Rainy,Low,High,22.4,61.5
19,08-03-2025 22:22,322,119,55,148,24.75,Rainy,High,Low,26.5,51.9
12,14-05-2024 13:14,830,717,23,90,44.72,Snowy,Medium,Medium,22.3,56
13,08-09-2024 22:54,1323,586,699,38,34.66,Foggy,Medium,High,25.2,94.8
